,0
525,What a surprise; two outstanding performances by the lead actresses in this film. This is the best work Busy Phillips has ever done and the best from Erika Christensen since Traffic. This film certainly should be in Oscar contention. See this movie!
526,"Felt it was very balanced in showing what Jehovahs Witnesses have done in protecting American freedoms. It also showed the strong faith of two families who were first generation witnesses. I also appreciated how it showed how by becoming a Jehovahs Witness affects non-witness family members and how hard it is for them to accept the fact that they don't celebrate holidays, the sad part is that non-witness families do not think of having their witness family over for family dinners/visits or give them gifts at any other times but for holidays or birthdays. When it comes to medical care the witnesses want and expect a high standard of medical care, what people forget is that blood transfusions allow for sloppy medical care and surgeries whereas bloodless treatments causes the medical team to be highly skilled and trained, which would you prefer to treat your loved ones? I highly recommend this video!"
527,"A proof that it's not necessary for a movie to have a deep many-layered story and other sophisticated elements to be a good movie. Even if the story could be expanded in many directions, especially in more sociological way (people lust for money) it seems that it's perfect just the way it is. Through many sudden changes it takes the spectator to the end without any unnecessary complications and without letting the spectator taking the eyes of the screen. <br /><br />But the acting for me isn't so good. With the exception of Lindsey McKeon the others were average or even worst. In some scenes they just empty-stared in front of themselves. For exception of Lindsey which was more convincing. It's a really simple movie for just laying back and enjoying. <br /><br />7/10"
528,"I also saw this at the cinema in the 80s and have never forgotten it, even though I have never seen it again anywhere. <br /><br />I don't know whether if I did see it now it would seem dated, but remembering the storyline and comparing it to some of the terrible modern films I've seen on Zone Horror I should think it would stand up very well.<br /><br />I can still remember his coffin sliding out and opening up and all the dead bodies becoming reanimated, and the blue lightning. Having seen hundreds of horror movies and still remembering this one, it must be good."
529,"Silent historical drama based on the story of Anne Boleyn, newly arrived lady-in-waiting to the Queen who catches the lustful eye of Henry VIII, bad-tempered King of England who loves to feast, drink, hunt, be entertained by his court jester, watch jousts, and chase around after young beauties who jump out of cakes and assorted attractive females around the castle. Well, he's soon annulled his marriage, married Anne, and telling her it is her holy duty to produce a male heir. She fails on that score and he soon has his eye on yet another lady-in-waiting. Meanwhile, Anne spends pretty much the entire film looking hesitant, perturbed, or downright ready to burst into tears. She just doesn't come across as a happy camper (or is it just bad acting?!).<br /><br />This film is a solid piece of entertainment, with an absorbing story that held my interest for two hours - plus I enjoyed seeing the very lavish medieval costuming featured here on a gorgeous sepia tinted print. Emil Jannings is quite striking and memorable in his well-done portrayal of King Henry the Eighth - he really seemed like he WAS Henry the Eighth. I am not so sure about the performance given by the actress who plays Anne, seemed a bit over the top. The DVD of this film features an appropriate, nicely done piano score that perfectly suits this story. Quite a good film."
530,"As a camera operator, I couldn't help but admire the great look that this picture achieved. The performances were excellent, as was the story. Just when I thought this film was about to slow down, it didn't. Heart-pounding tension, great pacing through editing, and a score that knows when to be quiet all come together here under competent and capable direction. The camera was always in the right place. Love that."
531,"I just saw this movie at a sneak preview and all I can say is...""What did I just watch????"" And I mean that in a good and bad way.<br /><br />The plot is really simple. Stiller and Black play friends/neighbors. Stiller is the focused, hardworker while Black is a dreamer. Black invents this idea to create a spray that erases poo. The idea becomes very popular, and Black becomes very rich. The extravagant lifestyle that Black gains and the fact that he still tries to be best friends with Stiller causes Stiller to become crazy with envy.<br /><br />As I said, the plot is simple. Everything else is plain odd. The direction is odd, with a weird rotating opening shot to out-of-nowhere sped up sequences. The dialouge and the acting is very odd; odd in a rambling sort of way. And the sound track is the oddest thing in the movie, from the weird ""Envy"" song that keeps on reappearing to the scene where you think you're going to hear a classic 80's song but suddenly it's in Japanese.<br /><br />So, the true question is this...is odd funny? That depends purely on the individual. I was cracking up at the shear unwavering weirdness of the movie. After the screening I heard people call it horribly unfunny and glad that it was free. Strangely, I understood their point. There are no jokes whatsoever, so if you aren't hooked by the uniqueness of it all, you will hate this movie. Absolutely hate it.<br /><br />This movie is destined to lose a lot of money at the box office and become a DVD cult classic. If you can laugh at a movie with no real jokes, like Cable Guy or Punch Drunk Love, then I suggest you see it. If you don't, run away from this movie. It'll only make you mad."
532,"Duchess is a pretty white cat who lives with her three kittens in her wealthy owner's mansion in Paris. When the evil butler hears that the rich old lady is leaving everything in her will to the cats first, the butler is angered, because he wants to get everything first. So he puts them to sleep and abandons them off the side of the road. When the cats wake up, they start on a long trek home. A street wise cat named Thomas O'Malley meets up with them and offers to help them. When Edgar sees them arriving home, he is furious, and starts to mail them to Timbucktu. But Thomas' friends arrive to help save the day. The wealthy lady decides to leave her home for every alley cat in Paris.<br /><br />This is a charming film. The songs, including ""Everybody Wants to be a Cat"", are lively and upbeat. The voice cast is excellent, with Eva Gabor(who would later play Miss Bianca in Disney's THE RESCUERS films) as Duchess, Phil Harris(Baloo in THE JUNGLE BOOK, Little John in ROBIN HOOD) as Thomas, giving interesting personalities to their characters. Supposedly Walt Disney, before he died in 1966, gave the go-ahead to this film. Recommended for Disney fans or cat lovers everywhere! 10/10."
533,"Slipknot is a hardcore rock band from Des Moines, Iowa. Nine band members who all wear customized boilersuits, and personalized, homemade masks (eg. #6's clown mask, #0's various gasmasks, #8's tattered + torn crashtest dummie mask with dreadlocks). The music itself seems to walk the finelines between sane and otherwise, yet is performed so brilliantly and psychotic.<br /><br />""Welcome To Our Neighborhood"" sounds rather a generic title, but the footage itself is something else. Interviews with the band, soundbites from their latest, selftitled album, 2 live performances, and one banned-by-MTV music video (a brilliant homage to the classic Kubrick film ""The Shining""), the movie clocks in at not even half-an-hour, but is certainly worth it. It is perfect for introducing any metal/hardcore fan to Slipknot."
534,"In the colonies we're not all that familiar with Arthur Askey, so I nearly skipped this film (which had its TCM preview recently) on account of the negative comments here on his appearance in ""Ghost Train"" -- which I expected to be thoroughly annoying. Instead I was pleasantly surprised to find myself laughing audibly. The physical aspects of Askey's comedy and his timing when delivering a line suggest what you'd get if Charlie Chaplin and Woody Allen had a baby. There is no comparing him to Bud Abbott or any of the other usual purveyors of comic relief who turn up in films of this genre. One can feel, moreover, the thread connecting Askey to British comedy 30 years later; at least it is clear from an American point of view that he has more in common with the Monty Python troupe than with any of his counterparts over here. As for the rest of the film -- the more movies you've seen, the more likely you'll guess at the ending, but it is still quite entertaining and atmospheric and worth waiting for its next appearance."
535,"In this day and age in which just about every other news story involves discussions of waterboarding, images of Abu Ghraib, or tales of forced detentions at Guantanamo Bay, Gavin Hood's ""Rendition"" is about as up-to-the-minute and timely a movie as is ever likely to come out of the entertainment mills of mainstream Hollywood. It's not, by any stretch of the imagination, a perfect film, but neither does it merit the caterwauling opprobrium it has received at the hands of critics from all across the ideological and political spectrum.<br /><br />The term ""rendition"" refers to the ability of the CIA to arrest any individuals it suspects of terrorist dealings, then to whisk them away in secret to a foreign country to interrogate and torture them for an indefinite period of time, all without due process of law. Anwar El-Ibrahimi is an Egyptian man who has been living for twenty years in the United States. He has an American wife, a young son and a new baby on the way. He seems a very unlikely candidate for a terrorist, yet one day, without warning or explanation, Anwar is seized and taken to an undisclosed location where he is subjected to brutal torture until he admits his involvement with a terrorist organization that Anwar claims to know nothing about.<br /><br />On the negative side, ""Rendition"" falters occasionally in its storytelling abilities, often biting off a little more than it can chew in terms of both plot and character. The ostensible focal point is Douglas Freeman, a rookie CIA agent who is brought in to observe Anwar's ""interrogation"" at the hands of Egyptian officials. The problem is that, as conceived by writer Kelley Sane and enacted by Jake Gyllenhaal, Freeman seems too much of a naïve ""boy scout"" to make for a very plausible agent, and he isn't given the screen time he needs to develop fully as a character. We know little about him at the beginning and even less, it seems, at the end. He ""goes through the motions,"" but we learn precious little about the man within. Thus, without a strong center of gravity to hold it all together, the film occasionally feels as if it is coming apart at the seams, with story elements flying off in all directions. A similar problem occurs with Anwar's distraught wife, played by Reese Witherspoon, a woman we never get to know much about apart from what we can see on the surface. Gyllenhaal and Witherspoon have both proved themselves to be fine actors under other circumstances, but here they are hemmed in by a restrictive screenplay that rarely lets them go beyond a single recurring note in their performances.<br /><br />What makes ""Rendition"" an ultimately powerful film, however, is the extreme seriousness of the subject matter and the way in which two concurrently running plot lines elegantly dovetail into one another in the movie's closing stretches. It may make for a slightly more contrived story than perhaps we might have liked on this subject, but, hey, this is Hollywood after all, and the film has to pay SOME deference to mass audience expectations if it is to get itself green lighted, let alone see the light of day as a completed project.<br /><br />Two of the supporting performances are particularly compelling in the film: Omar Metwally who makes palpable the terror of a man caught in a real life Kafkaesque nightmare from which he cannot awaken, and Yigal Naor who makes a surprisingly complex character out of the chief interrogator/torturer. Meryl Streep, Alan Arkin and Peter Sarsgaard also make their marks in smaller roles. Special mention should also be made of the warm and richly hued cinematography of Dion Beebe.<br /><br />Does the movie oversimplify the issues? Probably. Does it stack the deck in favor of the torture victim and against the evil government forces? Most definitely. (One wonders how the movie would have played if Anwar really WERE a terrorist). Yet, the movie has the guts to tread on controversial ground. It isn't afraid to raise dicey questions or risk the disapproval of some for the political stances it takes. It openly ponders the issue of just how DOES a nation hold fast to its hard-won principle of ""civil liberties for all"" in the face of terrorism and fear. And just how much courage does it take for people of good will to finally stand up and say ""enough is enough,"" even at the risk of being branded terrorist-appeasing and unpatriotic by those in power? (The movie also does not, in any way, deny the reality of extreme Islamic terrorism).<br /><br />Thus, to reject ""Rendition"" out of hand would be to allow the perfect to be the enemy of the good. ""Rendition"" may not be perfect, but it IS good, and it has something of importance to say about the world in which we now live. And that alone makes it very much worth seeing."
536,"I've never laughed and giggled so much in my life! The first half kept me in stitches; the last half made me come completely unglued! I think I giggled for 15 minutes after the tape was over.<br /><br />His timing and delivery for his stories is almost unequaled. And though he talks fast, you catch every joke. Which is probably why my ""laugh center"" was so overwhelmed; it took an extra 15 minutes to laugh at everything.<br /><br />"
537,"My comment is mainly a comment on the first commentator (the extra on the film) and his unhappy assessment of the film. I think his perspective indicates why an extra is an extra and a director is a director. The film was sweet, the acting sufficient, the experience of watching it a nice diversion from a busy work week. It wasn't ""The Hours"" (acting), or ""The Matrix"" (Special Effects), or even ""The Color Purple"" (Direction). Most movies won't be. But it also wasn't the crap fest that ""vinny..."" would lead you to believe. Sorry guy, just my 2 cents.<br /><br />As to the movie itself, it was in the end very gay affirming (+ #1). It showed a world full of diverse and less than perfect people--you know, just like ours (+ #2)! It opened a door on one culture without excluding other cultures (+ #3). And I liked the music (+ #4)."
538,"i happen to love this show. Its a refreshing take on some older sci-fi feels and styles. they aren't afraid to shoot, and when they do people tend to die. Far too many show's are afraid of this and end up just pointing the guns and then having it be a standoff. Farscape also comes complete with a large amount of heartwarming characters. They all grow on you till the point where it confuses you to hear them discuss taking some of the animatronic ones out of their box's to make the mini-series. From beginning to end farscape leaves you with a feeling of hope, and dispair, as new and unexpected things happen and then people live and die, surprising you every time. Worth a watch even if you don't have the time."
539,"In KPAX Softley brushes on the subtleties of Eastern Religious Mores from the small archetypes embedded all over the film to the actual purpose of Prot. Spacey (Prot) assumes a predominantly didactic role throughout the entire film - it is as if the statements he makes embody general truths about a culture of peace which is strongly promulgated in Buddhism and Hinduism. It can be said that Prot is the eye of the storm - the world is in disarray and is 'bright' and the false veil of reality is what everyone else sees, but Prot sees truth - he sees the minute - and appreciates it and at some points fears it as he transcends his social construction of reality and becomes more humanly.<br /><br />The film is particularly detailed, therefore I would recommend that you watch it at least twice to see how Softley interjects nuances. Listen carefully to the narratives at the beginning and end as they truly touch on concepts not commonly presented in western philosophies.<br /><br />9 of out 10 rating - Superb - with nominal room for improvement."
540,"I thought Rachel York was fantastic as ""Lucy."" I have seen her in ""Kiss Me, Kate"" and ""Victor/Victoria,"" as well, and in each of these performances she has developed very different, and very real, characterizations. She is a chameleon who can play (and sing) anything!<br /><br />I am very surprised at how many negative reviews appear here regarding Rachel's performance in ""Lucy."" Even some bonafide TV and entertainment critics seem to have missed the point of her portrayal. So many people have focused on the fact that Rachel doesn't really look like Lucy. My response to that is, ""So what?"" I wasn't looking for a superficial impersonation of Lucy. I wanted to know more about the real woman behind the clown. And Rachel certainly gave us that, in great depth. I also didn't want to see someone simply ""doing"" classic Lucy routines. Therefore I was very pleased with the decision by the producers and director to have Rachel portray Lucy in rehearsal for the most memorable of these skits - Vitameatavegamin and The Candy Factory. (It seems that some of the reviewers didn't realize that these two scenes were meant to be rehearsal sequences and not the actual skits). This approach, I thought, gave an innovative twist to sketches that so many of us know by heart. I also thought Rachel was terrifically fresh and funny in these scenes. And she absolutely nailed the routines that were recreated - the Professor and the Grape Stomping, in particular. There was one moment in the Grape scene where the corner of Rachel's mouth had the exact little upturn that I remember Lucy having. I couldn't believe she was able to capture that - and so naturally.<br /><br />I wonder if many of the folks who criticized the performance were expecting to see the Lucille Ball of ""I Love Lucy"" throughout the entire movie. After all, those of us who came to know her only through TV would not have any idea what Lucy was really like in her early movie years. I think Rachel showed a natural progression in the character that was brilliant. She planted all the right seeds for us to see the clown just waiting to emerge, given the right set of circumstances. Lucy didn't fit the mold of the old studio system. In her frustrated attempts to become the stereotypical movie star of that era, she kept repressing what would prove to be her ultimate gifts.<br /><br />I believe that Rachel deftly captured the comedy, drama, wit, sadness, anger, passion, love, ambition, loyalty, sexiness, self absorption, childishness, and stoicism all rolled into one complex American icon. And she did it with an authenticity and freshness that was totally endearing. ""Lucy"" was a star turn for Rachel York. I hope it brings a flood of great roles her way in the future. I also hope it brings her an Emmy."
541,"I want Céline and Jessie go further in their relationship, I want to tell them that they were made for each other, that in a lot of moment in the film we want they to die for each other. Their story is what we ever wanted and probably most of us never reached. This is about love but not stupid things like in ""notting hills"" or those kind of movie. This is life and i did believe in them, i did believe they were falling... This was so clever and touching. I have just finished to view it a minute ago and i m still there... I want to go to Vienna. I want to see them as soon as possible again.<br /><br />I have to say i was now becoming misanthropist and felt like if love was just a fake, a concept, but with this movie i realized that maybe somewhere, somehow and some when, something could really happen.<br /><br />I'm french and didn't know very well July Delpy despite Kieslowski ""three colors : white""... Now i have to see her other works because she looks like an angel and got a perfect acting.<br /><br />i saw ""before sunset"" (the sequel in Paris) a few days before i saw ""before sunrise"" and their is no matter. They are both masterpieces. proof that you don't need to impress the eyes with technology to get pure feelings. I'm sorry for my English which i m trying to best.<br /><br />Franck in France"
542,"Lovely Candace Bergen as the widow Perdicaris are kidnapped and held for ransom by the Sheik Raisuli played by one dashing Sean Connery. The incident comes during 1904 as Theodore Roosevelt runs for election to the presidency in his own right. Needing a good example to show off the muscular foreign policy of the United States, Brian Keith as Roosevelt issues a stunning declaration to the Sultan of Morocco, ""Perdicaris alive or Raisuli dead.""<br /><br />But in this adaptation of that incident the famous declaration is the only true thing about this story. The Perdicaris in question was in reality one Ion Perdicaris who was a Greek immigrant and dilettante playboy. In fact Perdicaris gave up his American citizenship years ago and was back as a Greek national. Never mind that though, his predicament was serviceable enough at the time.<br /><br />The damsel in distress makes better screen material though so it's a widow woman and her two kids that are in harm's way here. Of course as presented here the incident is also used by some of our European powers to get their foothold into Morocco. The intrigues get far beyond one brigand's demand for ransom.<br /><br />The Wind and the Lion is hardly history. But it is an enjoyable film and Sean Connery is always fun to watch. Brian Keith also fits my conception of Theodore Roosevelt and the scenes in the Roosevelt White House do ring true to all the stories told. John Huston plays the ever patient Secretary of State John Hay who Roosevelt had inherited from his predecessor William McKinley.<br /><br />But kids don't use this film to skip reading a history assignment on the Theodore Roosevelt era."
543,"Sharky's Machine is easily one of Burt Reynolds best efforts. It also stands as one of the best contemporary crime dramas. Erotic and violent, the movie distinguishes itself by setting the story in Atlanta, and delivering a chaotic detective case, to you(the viewer), on a silver platter. Dedicated and determined, Sharky must stop the murder of Dominoe, a lovely lady of the night, who's clientel is anything but ordinary. Before long, Sharky's crimefighting Machine uncovers a conspiracy of the highest order, which threatens to corrupt the inner body of Atlanta. As a resident of Metro Atlanta, I recall the excitement in town during the movie's production. Sharky's Machine goes to great lengths to give an accurate portrayal of Atlanta. Twenty years removed and 2,000,000-more people later, the film stands the test of time. Trust me, Atlanta has not changed. One of the highlights of the picture is Dar Robinson's daring stunt(a classic, symbolic ending). It was even featured on That's Incredible, ABC's reality show of the period. It's just too bad that Hollywood does not make enough films like this one. Kick back, each your popcorn, and watch sterling silver cinema action."
544,"Winchester '73 is a great story, and that's what I like about it. It's not your everyday western--it uses a rifle, which passes hands from various characters--as a mechanism for telling the story about these people. Rock Hudson plays an indian chief, Jimmy Stewart plays a great leading man with heart and strength, and Shelly Winters plays a gal who has to cope with the realities of her husband and the wild west. It's important to note for those politically correct types--they kill a lot of indians in this movie without remorse. By today's standards, it's still pretty violent. But it's a great story and worth watching. Enjoy!"
545,"Peak Practice was a British drama series about a GP surgery in Cardale  a small fictional town in the Derbyshire Peak District  and the doctors who worked there. It ran on ITV from 1993 to 2002, and was one of their most successful series at the time. It originally starred Kevin Whately as Dr Jack Kerruish, Amanda Burton as Dr Beth Glover, and Simon Shepherd as Dr Will Preston, though the roster of doctors would change many times over the course of the series.<br /><br />The series was axed in 2002 and ended on a literal cliffhanger when two of the series main characters plunged off a cliff. Viewers wrote to ITV in their thousands and a petition for one last episode was set up by website Peak Practice Online. However, all pleas were unsuccessful and ITV said they would not make any more episodes.<br /><br />Peak Practice was replaced by Sweet Medicine, another medical series set in Derbyshire. It lasted a few episodes before it was dropped from the schedules.<br /><br />Cardale was based on the Derbyshire village of Crich, and the series was filmed there and at other nearby Derbyshire towns and villages, most notably Matlock and Ashover. After the end of this programme, ITV attempted to launch a follow-up series called Sweet Medicine, which extended the stories of different characters from the original show."
546,"Maria Braun is an extraordinary woman presented fully and very credibly, despite being so obtuse as to border on implausibility. She will do everything to make her marriage work, including shameless opportunism and sexual manipulation. And thus beneath the vicey exterior, she reveals a rather sweet value system. The film suffers from an abrupt and unexpected ending which afterwards feels wholly inadequate, with the convenience familiar from ending your school creative writing exercise with 'and then I woke up'. It is also book-ended at the other end with the most eccentric title sequence I've ever seen, but don't let any of that put you off."
547,"""Gypsy"" is possibly the greatest musical ever written, so it's too bad that it's film version was such a disappointment. To make up for that, we have this re-make which, if not flawless, is an enjoyable and well done adaption of the musical. The script is completely accurate, all the songs included, and the staging remains close to the original Jerome Robbins' staging. Bette Midler is a deft choice for Rose, her singing and personality Merman-esquire, and her acting splendid. Peter Reigert is a fine Herby, if not a great singer, and Cynthia Gibb is a straight forward, natural Louise. In truth, a live taping of the 1989 revival with Tyne Daly might have been a better idea, if only because ""Gypsy"" is simply more exciting on stage, But this film is a fine translation of a great musical."
548,"Read Eric's review again. He perfectly described my own feeling for this film so more eloquently than I ever could. I'm only writing here to further encourage you to look for and see it.<br /><br />I saw it many years ago on TV, the IFC I think. It is such a unique film I hesitate to make comparisons. It was filmed in northern Mexico, somewhere in the relentless badlands of Coahuila/Zacatecas/San Luis Potosi. This isn't the Sedona-like Durango,Mexico (of the John Wayne films) but a truly stark and wild place. I have to find the novel now to check on the original location of the story. Like the location, this movie is strange and wild and wonderful and weird and absolutely not for everyone. It is the kind of production that almost motivates me to study film.<br /><br />I hadn't actually forgotten this movie, it is indelible. Yet, over the years, I had forgotten of its existence. I know nobody who has seen it, had never read of it, nor seen any reference to it. Erendira is such an unusual name, I'd even forgotten the title. Well, I'll be looking to buy a copy now.<br /><br />**I have since the above posting become a huge fan of Gabriel Garcia Marquez and so regret not having read him before.<br /><br />Relative to MsMyth's comment below; the movie was filmed in Mexico but the author is Colombian and was not commenting on Mexico or Mexican history in any way, although Marquez now lives in Mexico for ""political"" reasons. This story is universal. <br /><br />I am still trying desperately to find a copy of this film for my library. Liked the movie? You have to read the story and then everything else Garcia Marquz wrote. And, by the way, the original location in the story was Colombia."
549,"(This has been edited for space)<br /><br />Chan-wook Park's new film is a complex film that is not easy to classify. Nominally a horror movie, the central character is a vampire, the film actually has elements of comedy, theology, melodrama, cultural invasion (and its analog of viral invasion of a body), romance and few other things as well. It's a film that has almost too much on its mind. The film takes its own matters and mixes them with classic European literature, in this case Emile Zola's ""Thérèse Raquin"". It's an odd mix that doesn't always gel, but none the less has an incredible power. Here it is almost 24 hours since I saw the film at Lincoln Center (with a post film discussion by the director) and I find my cage is increasingly rattled. Its not so much what happens is bothersome, its more that its wide reaching story and its themes ring a lot of bells in retrospect.<br /><br />The plot of the film has a will loved priest deciding that the best way to help mankind is to volunteer for a medical experiment to find a cure for a terrible disease. Infected with the disease he eventually succumbs and dies, but because of a transfusion of vampiric blood (its not explained) he actually survives. Hailed as a miracle worker the priest returns to the hospital where he had been ministering to the sick. Unfortunately all is not well. The priest finds that he needs blood to survive. He also finds that he has all of the typical problems of a vampire, and its no not possible for him to go out during the day. Things become even more complicated when he becomes reacquainted with a childhood friend and his family. The priest, some of his animal passions awakened becomes taken with the wife of his friend. From there it all goes sideways.<br /><br />An ever changing film, this is a story that spins through a variety of genres as it tells the very human story of a man who finds that his life has been radically altered by a chance event and finds that he is no longer who he thought he was. It's a film that you have to stay with to the end because the film is forever evolving into something else. Its also a film that has a great deal on its mind and the themes its playing with are constantly being explored in a variety of ways<br /><br />The film has enough going on that one could, and people probably will, write books discussing the film.<br /><br />The two of the strongest parts of the film are its vampiric elements and its romance The vampire part of the tale is brilliant. There is something about how it lays out the ground rules and the nature of the ""affliction"" that makes such perfect sense that it kind of pushes the old vampire ideas aside. Sitting in the theater last night I found myself amazed at how impressed how well it worked. I think the fact that it played more or less straight is what is so earth shaking. Here is a vampire who just wants to have a normal life. It's contrasted with what happens later, it makes clear that living an existence of hunting humans really isn't going to work. Its not the dark world of Twilight or Lost Boys, rather its something else. I personally think that the film changes the playing field from a hip cool idea or dream into something more real and tangible. (The sequence where the powers kick in is just way cool) The romance is also wonderfully handled. Sure the sex scenes are steamy and well done, but it's the other stuff, the looks, the talk, the gestures outside of the sex that makes this special. I love the looks, the quiet stares as the forbidden couple look at each other hungering for each other and unable to act, the disappointment and heartbreak of betrayal both real and suspected, and the mad passion of possible consummation. This is one of the great screen romances of all time. It perfectly captures the feeling and emotion of deep passionate love (and lust). If you've ever loved deeply I'm guessing you'll find some part of your hear on screen, I know I did. The statement ""I just wanted to spend eternity with you"" has a sad poignancy to it. It's both a statement of what was the intention as well as the depth of emotion. The tragic romance will break your heart. <br /><br />I won't lie to you and say that the film is perfect and great. Its not, as good as the pieces are and almost all of them are great (especially the actors who I have unjustly failed to hail as amazing) the whole doesn't always come together. The various genres, thematic elements and tones occasionally grate against each other. Frequently I was wondering where the film was going. I hung in there even though the film seemed to be wandering about aimlessly.<br /><br />I liked the film a great deal. I loved the pieces more than the film as a whole. Its been pinging around in my head since I saw it, and I'm guessing that it will do so for several days more. Like or love is irrelevant since this is a film that really should be seen since it has so much going on that it will provide you with enough material to think and talk about for days afterward. One of the meatiest and most filling films of the year."
550,"I watch them all.<br /><br />It's not better than the amazing ones (_Strictly Ballroom_, _Shall we dance?_ (Japanese version), but it's completely respectable and pleasingly different in parts.<br /><br />I am an English teacher and I find some of the ignorance about language in some of these reviews rather upsetting. For example: the ""name should scream don't watch. 'How she move.' Since when can movie titles ignore grammar?"" <br /><br />There is nothing inherently incorrect about Caribbean English grammar. It's just not Canadian standard English grammar. Comments about the dialogue seem off to me. I put on the subtitles because I'm a Canadian standard English speaker, so I just AUTOMATICALLY assumed that I would have trouble understanding all of it. It wasn't all that difficult and it gave a distinctly different flavour as the other step movies I have seen were so American.<br /><br />I loved that this movie was set in Toronto and, in fact, wish it was even more clearly set there. I loved that the heroine was so atypically cast. I enjoyed the stepping routines. I liked the driven Mum character. I felt that many of the issues in the movie were addressed more subtly than is characteristic of dance movies.<br /><br />In summary, if you tend to like dance movies, then this is a decent one. If you have superiority issues about the grammar of the English standard you grew up speaking, your narrow mind may have difficulty enjoying this movie."
551,"An astronaut gets lost in deep space and finds himself traveling through unknown territory on board of a living spaceship accompanied by a group of alien-outlaws. This incredible plotted and enjoyable TV-installment comes along as a positive birth-fantasy. The individual characters, in conflict at the beginning of the series, have to learn to get along with each other and evolve into a powerful group at last. Most of the action takes place inside the womb of Moia, the living space-ship (who even gets pregnant and gives birth to another ship!). While science-fiction-stories are usually interested in negative birth-fantasies (watch the 'Alien'-movies for example, especially the fourth part 'Resurrection') this comes as a surprise. Also enjoyable is the absence of military hierarchy on board of the ship and the positive attitude towards sex and the human (and alien) body. One of the female characters who is actually a plant experiences 'photogasms' while being exposed to sunlight. The crew even has to go to the toilet. Wouldn't that be impossible in 'Star Trek'?"
552,"This is a film that can make you want to see it again. I especially, liked the way it ended. I did not see the end coming, but when Laws was not blown away the first time, one suspects he will be back again.<br /><br />The story is gripping and could have been more psychological, but I understand the story needed to capture the viewer and the action was necessary for that.<br /><br />Hard to believe Michael Jr. could be so apparently unmoved as his younger brother and mother as blown away. But, I can appreciate the scene play couldn't really take our attention there because it had a greater story to tell.<br /><br />Some have complained about Hanks as a gangster. I believe that isn't justified. If his character had been any harder, he would not have cared if his son pulled a trigger or not.<br /><br />Eight Stars for this one. Although it was released in 2002, I just saw it for the first time yesterday on DVD."
553,"I have been wanting to see this since my French teacher recommend it to me over forty years ago. Perhaps the long wait was worth it, since the Criterion Collection DVD restoration is impressive.<br /><br />In its outline this movie follows the time-worn script: a quartet of men diligently plot a difficult heist of a bank vault, the heist takes place, a small seemingly insignificant event leads to the ultimate demise of all. Even though the heist footage is transfixing, it occurs rather early and is ultimately not at the core of the film. This film separates itself from the typical heist movie by giving us insights into the personalities of the characters and their motivations - its plays as much as a drama as it does a thriller. Relationships play a big role and a kidnapping is tacked on, giving us two movies for the price of one.<br /><br />John Servais plays the idea man Tony le Stéphanois (always referred to as ""le Stéphanois"") with such world-weariness that he could have just stepped out of a Camus novel. Tony has just recently gotten out of jail and resists re-entering the life of crime until he has a highly unpleasant interaction with his ex-lover (who has taken up with another man) where, as punishment, he physically whips her with a belt. Thankfully that scene occurs off camera, but you are not likely to forget it. After that sobering event, since there seems little hope of reviving that relationship, Tony meets with two of his old partners in crime, Jo and Mario, and decides to join them in one last big heist. They enlist the services of Cesar, an Italian safe cracker - played by director Dassin himself - and we are off to the heist.<br /><br />The heist goes off without a hitch. But Cesar's womanizing bent is a personality trait that turns out to be fatal for all concerned. However, we can understand his attraction to the nightclub singer he has fallen for, since there is a brilliant set piece where she performs a sexy and cinematically inspired nightclub act - it has to be one of the most memorable scenes from any noir film.<br /><br />It is established early on that Tony has a close relationship with Jo and his family; in fact Jo's son refers to him as uncle. I think it is partly to help Jo's family that Tony agrees to the heist. The ending scenes, where Tony saves the life of Jo's kidnapped son, partially redeems his more brutal and amoral actions. But only partially."
554,"I have not read the book that this was based upon/inspired by. This being some of(the others are film roles) the last work of John Ritter(RIP), one hopes that it is hilarious. And it is. Almost every time he's present in this, as a matter of fact. Most of the cast, supporting as well as regular, play off each other well, and the material tends to be great. He plays Paul Hennessy, the father of three teenagers: Rory, the typical guy of that age, Kerry, the depressive middle-child who fights for causes and awareness, and Bridget, the fashion-loving, popular ditz. Sagal makes a return to being the female lead in a sit-com, and her character is far removed from Peggy Bundy. The show changed somewhat after Mr. Three's Company passed on, and for a while, they couldn't seem to make up their minds if they wanted to go for getting laughs, or being poignant and making sure to be respectful. One can wonder how or why it lasted for so long after that: It could still be quite good, some of the additions were fortunate(if you like David Spade, most of his part consists of him doing his schtick) and had stuff to say. My personal favorite episode is in the last season. The humor is a nice mix of ""dumb person"" jokes(mainly related to the high-schoolers), silliness, dark comedy and crude material. This dealt with sex and other adult topics, but never in a graphic manner. The language is mild, and, on occasion, moderately strong. I recommend this to any fan of those who made it. 8/10"
555,"Brilliant thriller, deserving far more fame, Mitchum and Ryan are awesome in their starring roles, as is the entire supporting cast. A truly gripping film noir featuring some wonderfully images and some great dialogue, at the heart of it all is a strong message of tolerance and understanding. Based on a novel concerning homophobia, this movie attacks post-war anti-emitism, and all intolerance and hatred, with considerable power. Though parts may seem a little preachy to modern audiences, it still has the power to shock, and works very well as a thriller in its own right. A credit to all involved."
