,0
505,"This movie is a real low budget production, yet I will not say anything more on that as it already has been covered. I give this movie a low rating for the story alone, but I met the director the night I saw the film and he gave me an additional reason to dislike the movie. He asked me how I enjoyed it and I told him that it was not easy to like. My main objection was the lack of foundation for the relationship between the two main characters, I was never convinced that they were close. I also told him that the scene where the main characters were presented as children becoming friends was too late in the film.<br /><br />He told me that the flashback scenes were not in the original script. That they were added because he felt like I did that the two main characters did not appear close. He went on to explain that these scenes were not filmed to his satisfaction as they were out of money. I agree that they did not do much for the film.<br /><br />Another fact about the movie, that I was not aware of, is the actor who had the lead wrote the script based on his own personal experience. This is usually a bad move as some writers do not take into consideration the emotional reaction the viewer. The story is so close to home that the writer make too many assumption as to the audience's reaction to his own tragedy. And the story is tragic. However, it did not work for me as I never cared for any of the characters, least of all the lead. What was presented were two evil people out to make a buck by any means, regardless who gets hurt. When Ms. Young's character decides to give up he evil ways, it appears that she does so because she is ineffective, not because she knows she is doing wrong. If the movie has a message then I suspect that only the writer is aware of it."
506,"Turn your backs away or you're gonna get in big trouble out of MY BOYFRIEND'S BACK! Only a happy ending can bloom your innocence that is full of gloom and doom at the very moment you're watching this. It's safe to say that the entire movie falls apart, with a sarcastic approach and tribute to zombie shows that defy nonsense to the max. We get a name like ""Johnny"" every so often, and this ""Johnny"" has nowhere to go. There isn't a specific reason to why our ""dead corpse"" crawls out of his grave just to survive until prom night, so that renders the movie totally useless. Without a feeling of sorrow, his mother is convinced to tell the doctor that he's dead. Johnny takes a bite out of Eddie's arm afterwards. The viewer is asked a tough question: Why does the movie have to be this cornball? There is an answer. Any resemblance to all persons living or dead is purely coincidental. ""Living"" is a coincidence. ""Dead"" has nothing in common with the movie. Show this one to your girlfriend and she'll skip the senior prom, turning your life into a deserted ruin. Blah!!!"
507,"""Ally McBeal"" was a decent enough show, but it was very overrated. The characters become boring after a while and the jokes begin to fall short.<br /><br />I think it chose an appropriate point in time to leave - it was starting to outstay its welcome."
508,"Bad, ambient sound. Lots of shuffling. Loooong pointless scenes. Eg: guy sees interesting woman in lobby. Manages to stay there and watch her under the guise of waiting for the building supervisor to get a package. Says nothing. Stares creepily. More shuffling and other irritating ambient noise. Wait. Wait. Wait. Guy says nothing. Woman looks frightened or at least slightly disturbed about it and rightly so. Manager comes back with package. Guy goes up to the apartment with the package.<br /><br />Another example: the guy and his host sit around watching bad TV. More ambient noise and shuffling. Wait wait wait wait. Guy wanders off to bed. If you can stand to sit through any more of this movie, you get to watch them watch TV again later.<br /><br />If you want a story, any dialogue, entertainment, or a well crafted film, look elsewhere."
509,"You remember the Spice Girls movie and how bad it was (besides the songs), well their manager Simon Fuller (also this band's manager) makes the same error putting S Club (another of my favourite bands) in their own film. S Club: Tina Barrett, Jon Lee, Bradley Mcintosh, Jo O'Meara, Hannah Spearritt and Rachel Stevens (what happened to the seventh member, Paul Cattermole?) basically ask their boss for a break, they go on, and while there they see themselves on TV! Three of them swap, and vice versa, half discover they are clones made by a greedy scientist, and the other half just get themselves in trouble. Also starring Gareth Gates as a clone of himself. This film may have more of a plot than Spice Girls' film did, but besides the songs ""Bring It All Back"", ""Don't Stop Movin'"" and ""Never Had A Dream Come True"" this is no goo reason to see this film. Not too long after the band split for good. Adequate!"
510,"This is a good time to say how good I think of this site: it gives me the opportunity to feedback all the frustration I lived for two hours, awaiting for something to happens, for something to be said, to be shown, to be insinuated subtly, for a symbol, an idea, whatever. No, just long, endless violins, alternated by a tired piano. Tired voices, tired actors and bored characters and situations. Boring is the long death of the mind, and this movie is, from that point of view, a public enemy. How many thousands of live hours will be still stolen to another thousands of innocent spectators. I don't claim for my money back, just for my time and the time of persons I invited to watch this thing... oh God !"
511,"I'm a Christian. I have always been skeptical about movies made by Christians, however. As a rule, they are ""know-nothings"" when it comes to movie production. I admire TBN for trying to present God and Jesus in a positive and honest way on the screen. However, they did a hideous job of it. The acting was horrible, and unless one is familiar with the Bible in some fashion, one COULD NOT have understood what the movie was trying to get across. Not only was the movie terribly made, but the people who made it even had some facts wrong. However, in this ""critique"", those facts are irrelevent and too deep to delve into. In short, the Omega Code is the absolute worst movie I have ever seen, and I would not recommend it to anyone, except for comic relief from the every day grind."
512,"Thoughtless, ignorant, ill-conceived, career-killing (where is the talented Angela Jones now?), deeply unfunny garbage. It's no wonder Reb Braddock hasn't directed anything else since - anyone who has a chance to make his first film on his own rules, based on his own script, with the help of Quentin Tarantino himself, and creates something like THIS, anyone who feels that THIS was a story worth telling to the world, doesn't deserve a second break. Under the circumstances, the performances are good - the actors do what they're told to do, and they do it well. It's just that they shouldn't have done it in the first place. <br /><br />0 out of 4."
513,"Jim Carrey is one of the funniest and most gifted comedians in film today. With his hyperactive spontaneity and his rubber face he can just go crazy, and we love him for it. He has the ability to make mediocre comedies (ala Ace Ventura), and turn them into decent comedic outings. Or, in the case of 'Liar Liar', make them some of the most hilarious contemporary comedies around. Carrey has also proven himself capable of tackling dramas. He was excellent in both 'Man on the Moon' and 'The Truman Show.' The guy is remarkable.<br /><br />Then comes 'Bruce Almighty,' an ideal vehicle for Carrey, and a premise that should have worked; Carrey, after complaining about God and how his life stinks, is enabled with God's powers. However, the script is pure recycled garbage. Now, no matter how bad a script is, Carrey's improvisation alone sometimes makes an unfunny scene funny. The problem is that there are very few opportunities for Carrey to be unleashed because so much of the comedy relies on silly special effects, only some of which are amusing. Carrey is rarely able to improvise because he has to work around the special effects. The writers apparently thought that all these special effects and superpower sequences were funny, because the rest of the movie is simply filler giving Carrey nothing else to work with besides a whiny character who is absolutely humorless. He seems more like a 5-year yearning for our attention, wanting the viewer to find what he is doing funny, when it's really just annoying.<br /><br />I have always enjoyed Jennifer Aniston on 'Friends' and she was superb in last year's 'The Good Girl.' She too has a gift for comedy, but with the script as linear as it is, she is simply given the part of the bitter girlfriend. She comes across as nagging, grumpy, and there is no chemistry between the two stars.<br /><br />'Bruce Almighty' should have been a comedy that works. But it doesn't even have the guts to tackle the subject matter that it's making fun of; religion. A few minor giggles (his internet is Yehweh), but instead it's just turned into a comedic superpower comedy. Not to mention that it's tone shifts from silly to heavy-handed, and even black comedy at times. The movie fails on nearly every level. That's not to see it is entirely devoid of laughs, but it's close. Any movie that feels the need to incorporate scenes of a dog peeing to get it's laughs has problems. But hey, if you find pee jokes funny, go for it.<br /><br />"
514,"The key scene in Rodrigo Garcia's ""Nine Lives"" comes when Sissy Spacek, hidden away in a hotel room where she is carrying on an affair with Aiden Quinn, find a nature documentary on television, at which point Quinn notes the contrivance of such things--disparate footage is edited into one scene, predators and preys are thrown together in order to capture the moment--all to force connections where none actually exist. Characters in the nine shorts that make up this film occasionally spill over into each others stories, but none of them ever seem to really connect. A woman preparing for a violent confrontation with her abusive father is later seen working in a hospital room where another woman is preparing for a mastectomy. A man who runs into an old girlfriend in a supermarket and sees how his life should have been later hosts, with his current wife, a dinner party for an unhappy couple. Garcia arranges some of his characters in front of each other, but none of the subsequent stories ever really build on what came before.<br /><br />Garcia's first film, the wonderful, overlooked ""Things You Can Tell Just By Looking At Her,"" also had a short-story structure and overlapping characters, but there were fewer of them and they had a lot more room to breathe and grow. The gimmicky premise of ""Nine Lives,"" that each of its nine stories is told in a single, unbroken take in real time, never allows the film to build up any real dramatic tension or momentum. It's also a fairly visually ugly movie. Interior shots are often murky and hard to watch, while other scenes--particularly one where a girl walks back and forth between rooms to talk to her uncommunicative parents--are rendered annoying by the camera-work. Given that this is Garcia's third film and that he has a respectable history of directing for television, the direction in this film is rather surprisingly amateurish. Like fellow filmmaker-child-of-a-great-writer Rebecca Miller, Garcia (son of Gabriel Garcia Marquez) is focused on the writing and character aspects of his films often to the detriment of the film-making ones.<br /><br />Individual scenes are touching and even affecting. I did like Jason Issacs kissing Robin Wright Penn's pregnant belly. And Joe Mantegna whispering lovingly to his wife as she slips into pre-surgery sedation. And Sissy Spacek stealing a few happy moments away from her life with Aiden Quinn before brought back to it with a phone call from her daughter. But the film (unlike ""Things You Can Tell Just By Looking At Her"") feels more like an exercise than actual drama. We are just watching people act."
515,"MINOR PLOT SPOILERS AHEAD!!!<br /><br />How did such talented actors get involved in such mindless retreaded<br /><br />drivel? Robert DeNiro plays a Dumb Hollywood version of the standard<br /><br />violence prone tough cop (i.e., he beats up the bad guys and rolls his<br /><br />eyes at cops who prefer to stick by the book), and Eddie Murphy plays a<br /><br />not so tough cop who would rather be an actor (i.e., he screams out,<br /><br />""Freeze, police!"" and has his ""tough look"" down pat). Naturally, they<br /><br />are partnered when Bobby's loose cannon tactics get him in hot water<br /><br />with the media and he is essentially blackmailed into starring in a<br /><br />""Cops""-like reality show. Take a breath, cuz that's as funny as it<br /><br />gets.<br /><br />No energy was put into the script - it feels like a pale retread of<br /><br />every copy buddy movie tossed into a blender with ""15 Minutes"" starring,<br /><br />yes, DeNiro himself as, pretty much the character he is playing here. <br /><br />The jokes fall flat, the action feels listless, and no one seems to be<br /><br />having a good time. It's dead on the screen.<br /><br />Please don't waste your time. Even if you have an overwheming affinity<br /><br />for one of the actors - avoid it and do them a favor. Becauze if this<br /><br />makes money, these kinda of scripts will be deeemed perfectly acceptable<br /><br />for actors of their quality.<br /><br />And to Mr. DeNiro. You used to make serious films. I remember them -<br /><br />they were good. You were nominated for awards for them - remember how<br /><br />much fun that was? Now after ""Analyze This"" (which was good), ""Meet the<br /><br />Parents"" (which was also good), and ""The Adventures of Rocky and<br /><br />Bullwinkle"" (which was NOT good), I think we need to see you parodying<br /><br />yourself less, and BEING yourself more. ""Casino"" feels like a long time<br /><br />ago. And no, I don't count ""15 Minutes"" as serious Bobby. Anyone who<br /><br />took that media satire seriously must get their weekly world news"
516,"I can't really see how anyone can have any interest whatsoever in seeing this movie. A woman meets a man, he wants to play games, she too, but only until she realise what she's missing. She leaves, and that's it really. It took 9 1/2 weeks before Elizabeth (Kim Basinger) left John (Mickey Rourke). She should have left him after 30 minutes and ended our misery."
517,"A major disappointment. This was one of the best UK crime drama / detective shows from the 90's which developed the fascinating title character played by Scotland's Robbie Coltrane. However this one-off has little to add and perhaps suffers from an inevitable let down due to raised expectations when a favored show returns after a long hiatus. Coltrane isn't really given much to do, much more attention is spent on the uninteresting killer, and in what he has to act in, he seems uninvolved, almost bored. The ex-soldier's story is written by the books and the attempt to update us on Coltrane's family life seems lightweight. Perhaps if the writers had a whole series in front of them instead of just this one two-hour show they would have written this with much more depth. As is, skip this and watch the old Cracker from the 90's which is far far superior."
518,"I saw this movie only because Sophie Marceau. However, her acting abilities it's no enough to salve this movie. Almost all cast don't play their character well, exception for Sophie and Frederic. The plot could give a rise a better movie if the right pieces was in the right places. I saw several good french movies but this one i don't like."
519,"OK, how's this for original- this mean, rich old geezer leaves his estate to his adult children, all of them ungrateful losers, and two creepy servants, provided they spend the week in his spooky old house. What happens that night will surprise only those who haven't seen a movie or television show before. After a string of murders in which the victims look like they're bleeding restaurant ketchup, we have a painfully obvious twist ending. The cast is lead by some once respectable actors must have been desperate for their paychecks. There are also a few second-tier actors who were rising at the time but long forgotten now. As a result, the film generates all the drama and mystery of an episode of ""Matlock."" I will give credit where it's due- the closing scene is clever and amusing, if you're still awake."
520,"This could have been great. The voice-overs are exactly right and fit the characters to a T. One small problem though; the look of the characters, mostly the supporting or guest characters look exactly the same. The same bored look on every face only with minor changes such as hairlines or weight size. It looks kind of odd to see a really big guest star's voice coming out of a lifeless form like the characters here. If I am not mistaken Kathy Griffin did a voice-over for this show and it looked too odd to be funny.<br /><br />There is a few other problems, one being the family plot. The Simpsons did it much better where you could actually buy most of the situations the characters got themselves into. Here we get too much annoying diversions, like someone having a weird fantasy and then we are supposed to find that funny but for some reason the delivery is a bit off. As you can probably tell it is hard for me to put a finger on exactly what is wrong with this show because it basically nothing more than a clone of the Simpsons or even more ""Married with Children"".<br /><br />If I should point a finger on what is totally wrong with this it probably is it's repetitiveness. Peter Griffin is not really a bright character but neither are any of the others. Lois should have been named Lois Lame because she is sort of one-dimensional. Seth Green as the kind of retarded son is the best thing about this show and that is the most stereotypical part on the show.<br /><br />So what more can I say. There isn't exactly anything wrong with this show but in the long run you have to admit that it takes a lot of work to do what the Simpsons has done for almost two decades."
521,"The film ""Chaos"" takes its name from Gleick's 1988 pop science explanation of chaos theory. What does the book or anything related to the content of the book have to do with the plot of the movie ""Chaos""? Nothing. The film makers seem to have skimmed the book (obviously without understanding a thing about it) looking for a ""theme"" to united the series of mundane action sequences that overlie the flimsy string of events that acts in place of a plot in the film. In this respect, the movie ""Choas"" resembles the Canadian effort ""Cube,"" in which prime numbers function as a device to mystify the audience so that the ridiculousness of the plot will not be noticed: in ""Cube"" a bunch of prime numbers are tossed in so that viewers will attribute their lack of understanding to lack of knowledge about primes: the same approach is taken in ""Chaos"": disconnected extracts from Gleick's books are thrown in make the doings of the bad guy in the film seem fiendishly clever. This, of course, is an insultingly condescending treatment of the audience, and any literate viewer of ""Chaos"" who can stand to sit through the entire film will end up bewildered. How could a film so bad be made? Rewritten as a novel, the story in ""Chaos"" would probably not even make it past a literary agent's secretary's desk. How could (at least) hundreds of thousands (and probably millions) of dollars have been thrown away on what can only be considered a waste of time for everyone except those who took home money from the film? Regarding what's in the movie, every performance is phoned in. Save for technical glitches, it would be astonishing if more than one take was used for any one scene. The story is uniformly senseless: the last time I saw a story to disconnected it was the production of a literal eight-year-old. Among other massive shortcomings are the following: The bad guy leaves hints for the police to follow. He has no reason whatsoever for leaving such hints. Police officers do not carry or use radios. Dupes of the bad guy have no reason to act in concert with the bad guy. Let me strongly recommend that no one watch this film. If there is any other movie you like (or even simply do not hate) watch that instead."
522,"I rented this movie with my friend for a good laugh. We actually got laughed at by the clerk at the video store because of our questionable movie tastes. Unfortunately, I don't remember the first half of the movie because all I did was stare at the giant metal braces Jane wore. and I didn't hear anything either due to the incomprehensible lisp. The other thing that was able to grasp my attention besides her metal mouth was her questionable fashion sense. This movie was made in 2005 but it seems like the wardrobe people jumped all the way back to 2000 for the clothes. If you remember the days when Aaron Carter was considered a ""popstar"" and you like high waisted jeans, ankle socks and knee length skirts, then this little trip down memory lane is perfect for you."
523,"The review on the main page admits that the movie is horrible but that you should forgive it because it is nicely violent. No you shouldn't. There are spoilers at the end of this review but how I can ""spoil"" this rotten movie I have no idea. Even if you are a die hard Alien/Pred fan like I am wait for the DVD. It isn't worth a 3.99 rental either but you'll be much less inclined to truly hate this film if you pay that than 12 bucks or better per person plus concession purchases at a theater.<br /><br />In the theater I watched AVPr there were exactly two laughs, both by a girl sitting next to me. Other than that there was total silence throughout. No ooohs, or ""that was bad ass!"", nothing. Imagine being a patient on an operating table and just being given the anesthetic. Now you know what you'll feel like in the theater after the opening scene of AVPr.<br /><br />What was the budget on this movie? Like War of the Worlds, MI 3, and other f/x driven movies the director seems far more involved in what the CGI people can come up with than developing characters or a plot. Spielberg has tried and failed at this several times, usually with Tom Cruise. Sure the movies make money but should they? War of the Worlds and Minority Report had the budget to pay for a decent script, Tom Cruise et al, and SS himself but were still awful. I'm sure AVP wasted 90% of their budget on CG and had no choice but to hire any actor that would say yes even though the casting agent would have done better by going to the supermarket and picking actors at random.<br /><br />There is no tension developed in any scene so we are never close to being surprised. Who cares who gets killed? We didn't know any of them, we all know what happens when the lil aliens make their corporeal exit, we all know the blood is acid. In Alien, Aliens, 3, Resurrection, and even AVP the directors make use of the fact that the Aliens can think, can hide and can lay traps. This director decided that the Ridley Scott, James Cameron, and others were idiots for developing characters you actually want to see either live or get killed. In this installment you will never care who lives or dies, not a kid, a parent, a pregnant woman. The characters serve only one purpose in this movie, to die. The opening scenes establish the fact that the movie is going to be a predictable joke. The character development scenes mix clichés, bad humor, and bad acting and numb the viewer to the point where we really don't care if they get killed so long as they die in never before seen ways. But they don't. The director tried to make something different from those who preceded him in the Alien franchise but only succeeded in discarding the good parts of the first films, the human protagonists, and stealing the rest from other recent sci-fi films.<br /><br />There is not one original use of the either the Alien or Pred characters. The Pred actually has little trouble killing Aliens by the dozen even though the last movie led us to believe that Pred revered the Aliens as such a deadly foe that they used the killing of one as Rite of Passage. The AlienPred is never really developed as a fearsome creature. Its ability to inject parasites into a host is ripped from several different movies most recently probably was Hellboy where Samiel's dismembered tongue injected eggs into Hellboy or Doom where the mutated creatures would leave their tongues behind after they speared a victim's throat.<br /><br />Simply put we aren't given reason to care about anything in this movie. There is violence but it doesn't shock or surprise and is nothing that hasn't been seen in any of a hundred slasher flicks. The CG is OK and both species of alien are made to look and move as they have in movies past. But since the characters are never developed and the acting is so bad we kind of hope that they all die. The little girl was probably the best actor of the bunch but sadly we aren't made to care whether or not kids, women, or anyone else lives or dies. We just want the movie to end. Eventually it does but not before another stolen plot line from Resident Evil 2 has a nuke aim Gunnison's way to wipe out the ""infection"". And not before yet another stupid scene that is supposed to open the door for further sequels but does it? In a movie filled with bad scenes the worst may have been saved for last.<br /><br />Sorry for the repetition but everything bears repeating: bad script, no plot, unoriginal action scenes, uninspired direction, abysmal acting, decent f/x that were wasted because of the many flaws.<br /><br />I don't mind going to an indie film and being disappointed. The actors and directors and crew are probably getting their careers going and working on a shoestring budget. For a movie with this type of budget and hype I feel cheated along with disappointed. This movie is a painfully boring waste of time from the opening scene to closing credits. Sad to say that a preview of Hellboy 2 was the best part of AVPr and HB2 didn't even look that good."
524,"The movie plot seems to have been constructed from a disjointed dream. There is not enough realism to hold the viewer's interest. The Vermont Farm scene was a failed opportunity to show the way farms were set up and farm families lived which would have been interesting and entertaining. There was little if no research into the whiskey bootlegging trade of the period. The costumes of the Canadians looked like something from the French Revolution, totally unbelievable. The fiddle playing was good and of the time period but Chris's motions while supposedly playing were unbelievable. The owl's appearance was a never explained mystery and the train disappearing into thin air was too much. I couldn't understand how a live trout got frozen into the ice and why two men in the wilderness without food would release the trout, a good food source."
525,"It's 2005, my friends...a time of amazing special effects and an age of technology. So, why can't we see a movie that's a little more thought out than this cheesy low-budget film. I've seen a lot of low-budget movies that rock my socks off, but this one...it's almost as if it's trying to be horrible. Just...don't...watch it. I can look past lack of special effects and computer generated scenes if the acting itself was at least good. I feel like a small child produced this entire movie. There's not even an original plot line. Vampire Assassins, in itself is one big plot hole with an attempt to mock itself. Can someone tell me if, perhaps, this was designed as a comedy movie and I just didn't know it? It makes me wonder, what does the sequel have in store for us who so loved the first installment?"
526,"Even with a cast that boasts such generally reliable names as Val Kilmer and Lisa Kudrow, Wonderland fails to yield any sense of depth to this film. It barely brushes the surface of the incidents that happened on that July night in 1981. Kilmer just goes through the motions as John Holmes and Kudrow and Kate Bosworth are both hopefully miscast in the other two lead roles; as Holmes's wife and underage girlfriend, respectively. The rest of the cast has such small roles that it's impossible to get any dimensions from them. The film also stars Carrie Fisher, Ted Levine, Franky G, MC Gainey, Dylan McDermott and a cameo from Paris Hilton."
527,"Probably New Zealands worst Movie ever made<br /><br />The Jokes They are not funny. Used from other movies & just plain corny The acting Is bad even though there is a great cast<br /><br />The story is Uninteresting & Boring Has more cheese then pizza huts cheese lovers pizza kind of like the acting Has been do 1,000 times before<br /><br />I watched this when it came on TV but was so boring could only stand 30 minutes of it. <br /><br />This movie sucks<br /><br />Do not watch it, <br /><br />Watch paint dry instead"
528,"Like the other comments says, this might be surprise to those who haven't seen the work of Jeunet & Caro or Emir Kusturica. But have you already seen Delicatessen, there is nothing new it this film. I thought Delicatessen was great when it came out, but this film just arrive too late to be of any interest. I don't think it's a worse film than Delicatessen but it's a bore to see it now, like it probably would be to watch Delicatessen again. There is really no point to the film, nothing that really matter or stays with you. There may be a distant similarity to the films of Kusturica, but he's really in a different league, so you should rather go see his films than waste your time on Tuvalu."
529,"To put it simply, The Fan was a disappointment. It felt like as if I was watching Taxi Driver, except Taxi Driver was much better than this. It seemed like the filmmakers wanted us to root for Robert Deniro's character 100 percent. This approach didn't work."
530,"The opening scene keeps me from rating at absolute zero. I wish the entire movie was as gritty and real as the intro.<br /><br />In order to enjoy some movies, a lot can be forgiven,(hand guns with 60 shots, hero's with super human powers, all women are gorgeous AND half naked) but Puuuuleeese this ""Assault On My Intelligence 13"" is so far fetched that I'm surprised the cast showed up for a second day of filming.<br /><br />Firstly, how did these guys get to be cops? Based on stupidity I guess. How do the main female characters justify being half naked in the middle of winter in Detroit or wherever the heck they are. As a matter of fact no character reacts to the elements whatsoever in this movie. No windows, no electricity(which miraculously returns unexplained)during the storm of the century and they are all comfy as bugs in a rug. What technology exists which disables all cell phones, radios, and brain function. This must be the same power which causes Maria Bella to walk from her disabled car knee deep in snow with no coat and hardly any dress."
531,"The storyplot was okay by itself, but the film felt very bubbly and fake. It also had the worst ending. They were probably going for a surprise ending, but all it did was leave me the question of what the whole point of the story was. All other teen movies are better than this one."
532,"The DVD version released by Crash Cinema was very poorly done. The mastering engineer must have been either drunk, asleep or not even in the room while it was being done. It looks like it was mastered from about a tenth generation copy and about halfway through the film, the audio synchronization disappears. The dialog is about 10 or 15 seconds behind the audio. If you're thinking about purchasing this DVD, please save your money. I remember seeing this film at the theater back in 1973. Also, the VHS copy of this film under the title of ""When Taekwondo Strikes"" looks better than the DVD, but the remaining several minutes of the movie are ""missing"". Where is the original camera negative?"
533,"Ahh, nuthin' like cheesy, explopitative, semi-porn, masquerading as horror...This one stars Jaqueline Lovell(sometimes Sara St. James), the nubile starlet also seen in ""Femalien"", ""The Erotic House of Wax"", and that family favorite ""Nude Bowling Party"". She is now a fixture in Surrender Cinema's line-up of talentless cuties starring in pointless, soft-porn exploitation flicks. ""Head of the Family"" actually tries to be a real moovie. A con-man and a tramp try to get said-tramp's husband off-ed. They turn to a large-brained evil genius in a wheelchair, and his family of moronic misfits, who uses mind control to send out zombies to do his nefarious bidding. Said-genius has a giant head, hence the clever title of the film: that's about the extent of the film's humor. But basically, it's an excuse to show off the ample talents of Lovell and Dianne Colazzo (Ernestina). Laced with some of the wierdest dialogue can be herd (what the heck is ""plowing oats"", anycow??), and just plain stupid, this titular thriller will moost likey appeal to the breast-cownters of Drive-In Theater, but no one else. The MooCow says avoid the devoid, unless yer looking for a rent on cheesy T&A/horror night. :=8P"
534,"Wow, i'm a huge Henry VIII/Tudor era fan and, well, this was .... interesting. The only one I watched was the Catherine of Aragon one. And wow...just wow. I've seen bad acting before, but this reached new heights. When the actress who played Catherine was umm.. crying? she wails and screams and i have to admit i rewinded many times... many, many times .... funny, funny stuff. The only person who even showed any slight sliver of talent was the actress playing Anne Boleyn (i might be prejudiced though, i do have a slight obsession with Anne Boleyn, she was a really facinating woman, read up on her, it's worth it!) Also, i have read a lot about the Tudor time period and i think that the characters weren't very acurately displayed, they were all very stereotypical. Only see this movie if you are prepared to see a very important time period, and the important lives of those involved turned into a laughing stock."
535,"It is hard to believe that anyone could take such a great book and and make such a terrible movie.<br /><br />Imagine King Kong being recast as an organ grinder's monkey and Fay Wray's part being played by a young boy. How about Elton John as Rambo!!!!.This movie is even worse than the TV remake of The Night of the Hunter.<br /><br />By using the title Watchers and Dean Koontz's name the makers of this movie should be sued for fraud by readers of the book who expected a reasonably accurate adaptation of the book.<br /><br />Read the book, I have never talked to anyone who didn't like it. Another good book is The Winner by David Baldachi."
536,"Must have to agree with the other reviewer. This has got to be the WORST movie, let alone western I have ever seen. Terrible acting, dialogue that was unimaginative and pathetic (let alone completely inappropriate for supposedly being in the 1800s), and oh, did I mention a battery pack prominently displayed on the back of one of the characters? I was waiting for the boom mike to fall in the middle of a scene. And the ending? The least I can say is that it was consistent with the rest of the movie...completely awful. And yes, it did contain every cliché in the book from the slow walk down the empty dusty road to the laughable ""let's remember when"" shots when a main character dies. Luckily I saw this on free TV. Don't waste your time."
537,"After 15 minutes watching the movie I was asking myself what to do: leave the theater, sleep or try to keep watching the movie to see if there was anything worth. I finally watched the movie: what a waste of time. Maybe I am not a 5 years old kid anymore!"
538,"I have to say the first I watched this film was about 6 years ago, and I actually enjoyed it then. I bought the DVD recently, and upon a second viewing I wondered why I liked it. The acting was awful, and as usual we have the stereo-typical clansmen in their fake costumes. The acting was awful at best. Tim Roth did an OK job as did Liam Neeson, but I've no idea what Jessica Lange was thinking.<br /><br />The plot line was good, but the execution was just poor. I'm tired of seeing Scotland portrayed like this in the films. Braveheart was even worse though, which is this films only saving grace. But seriously, people didn't speak like that in those days, why do all the actors have to have Glaswegian accents? Just another film to try and capture the essence of already tired and annoying stereotypes. I notice the only people on here who say this film is good are the Americans, and to be honest I can see why they'd like it, I know they have an infatuation for men in Kilts. However, if you are thinking of buying the DVD, I'd say spend your money on something else, like a better film."
539,"This movie is pathetic in every way possible. Bad acting, horrible script (was there one?), terrible editing, lousy cinematography, cheap humor. Just plain horrible.<br /><br />I had seen 'The Wishmaster' a couple weeks before this movie and I thought it was a dead-ringer for worst movie of the year. Then, I saw 'The Pest' and suddenly 'The Wishmaster' didn't seem so bad at all.<br /><br />Bad Bad Bad. Excruciatingly bad."
540,"...Or better yet, watch Fandango if you want to see a really intelligent and funny male college age road flick. Rolling Kansas sounded promising (in fact the program guide gave it 2.5 out of 4 stars which usually means it's fairly watchable) but I pretty much fast-forwarded through it. Usually road trip movies have great music, but I can't even recall whether there was music. The only high point was a small role with Rip Torn as a wise old hitchhiker/guru. Otherwise the jokes and timing missed all along the way. The four main characters are unknown actors and I don't remember seeing any of them in another movie. (Oh, yeah, I see that Thos. Hayden Church was in it, but he's in everything, good, bad or indifferent). This movie is about as funny as watching someone else stoned when you're not."
541,"This quasi J-horror film followed a young woman as she returns to her childhood village on the island of Shikoku to sell the family house and meet up with old friends. She finds that one, the daughter of the village priestess, drowned several years earlier. She and Fumiko (another childhood friend) then learn that Sayori's mother is trying to bring her back to life with black magic. Already the bonds between the dead and living are getting weak and the friends and villagers are seeing ghosts. Nothing was exceptional or even very good about this movie. Unlike stellar J-horror films, the suspense doesn't really build, the result doesn't seem overly threatening and the ending borders on the absurd.<br /><br />This movie is like plain white rice cooked a little too long so that it is bordering on mushy. Sometimes you get this at poor Asian restaurants or cook your own white rice a little too long. You end up eating it, because you need it with the meal, because what is Chinese or Japanese food without rice, but it almost ruins the meal because of the gluey, gooey tastelessness of it all. 3/10 http://blog.myspace.com/locoformovies"
542,"This dreadful film assembles every Asian stereotype you can imagine into one hideous package. Money grubbing, devious Japanese business men send goofy but loveable policeman Pat Morita to recover industrial secrets in Detroit. Here he encounters a down at heel Jay Leno, who promptly refers to a murder victim as a Jap and calls Morita Tojo. It's all downhill from there."
543,"Unless you are mentally ill or the most die hard segal fan you will tire of this horrendous excuse for a film in under 5 minutes.<br /><br />The Plot - Even for a Seagal film, the plot is just stupid. I mean its not just bad, its barely coherent.<br /><br />The Acting - Unbelievably wooden. Literally seen better acting in porno's. Ironically this film tries to cash in on this audience which a 'lesbian love scene' which is utterly cringe-worthy.<br /><br />Special Effects - wouldn't look out of place in a 60's sword and sorcery flick.<br /><br />Unless you suffer from insomnia and have exhausted all other cures, don't make the same mistake as i did and buy this DVD, as you will be asking for that hour and a half of your life back."
544,"When I first saw it 9 years ago, when I was 9. I thought it stunk. I'm 18 now and I still think it stinks. I mean geez no Special effects or anything, it was boring and kinda anti-climatic. My cousin watched once and George Takai (Sulu) kept talking about how it was supposed to be so much better, but they kept cutting to the budget. It would have been a great episode, but it was a terrible movie."
